id,name,county,state_code,state,zip_codes,type,latitude,longitude,area_code,population,households,median_income,land_area,water_area,time_zone
6217,Danbury,Woodbury County,IA,Iowa,51019,City,42.23416,-95.72223,712,338,163,43906,1048625,0,America/Chicago
6218,Danville,Des Moines County,IA,Iowa,52623,City,40.86448,-91.31460,319,926,385,50694,1954476,0,America/Chicago
6219,Davenport,Scott County,IA,Iowa,52801 / 52802 / 52803 / 52804 / 52805 / 52806 / 52807 / 52808 / 52809,City,41.52364,-90.57764,319 / 563,102612,41100,47343,162885999,5501339,America/Chicago
6220,Davis City,Decatur County,IA,Iowa,50065,City,40.63917,-93.81161,641,193,110,26875,1527837,0,America/Chicago
6221,Dawson,Dallas County,IA,Iowa,50066,City,41.84276,-94.22246,515,132,70,35938,1281651,0,America/Chicago
6222,Dayton,Webster County,IA,Iowa,50530,City,42.26136,-94.06857,515,802,327,41406,2191789,0,America/Chicago
6223,Decatur City,Decatur County,IA,Iowa,50067 / 50144,City,40.74194,-93.83383,641,186,87,41250,1029372,7906,America/Chicago
6224,Decorah,Winneshiek County,IA,Iowa,52101,City,43.30331,-91.78571,319 / 563,7918,2984,50388,18429248,64833,America/Chicago
6225,Dedham,Carroll County,IA,Iowa,51440,City,41.90610,-94.82221,712,262,90,55000,1499716,0,America/Chicago
6226,Deep River,Poweshiek County,IA,Iowa,52222,City,41.58028,-92.37491,641,269,129,38750,1101368,0,America/Chicago
6227,Defiance,Shelby County,IA,Iowa,51527,City,41.82415,-95.34278,712,277,98,43500,1020398,0,America/Chicago
6228,Delaware,Delaware County,IA,Iowa,52036 / 52057 / 52223,City,42.47527,-91.34542,563,155,71,48438,2073249,28633,America/Chicago
6229,Delhi,Delaware County,IA,Iowa,52223,City,42.42971,-91.33098,563,471,208,55000,2522207,140613,America/Chicago
6230,Delmar,Clinton County,IA,Iowa,52037,City,42.00225,-90.60708,563,496,202,49762,1967459,0,America/Chicago
6231,Deloit,Crawford County,IA,Iowa,51441,City,42.09777,-95.32250,712,261,152,33500,1080211,0,America/Chicago
6232,Delphos,Ringgold County,IA,Iowa,50860,City,40.66360,-94.33940,641,25,10,11000,576330,1486,America/Chicago
6233,Delta,Keokuk County,IA,Iowa,52550,City,41.32279,-92.33018,641,316,130,23750,2415731,0,America/Chicago
6234,Denison,Crawford County,IA,Iowa,51442,City,42.01777,-95.35528,712,8308,2618,44622,16917594,87403,America/Chicago
6235,Denmark,Lee County,IA,Iowa,52624 / 52627 / 52656 / 52658,CDP,40.74171,-91.33737,319,309,178,40833,4301800,6929,America/Chicago
6236,Denver,Bremer County,IA,Iowa,50622,City,42.67137,-92.33740,319,1841,708,55500,4248318,35147,America/Chicago
6237,Derby,Lucas County,IA,Iowa,50068,City,40.93167,-93.45632,641,113,58,48750,673593,0,America/Chicago
6238,Des Moines,Polk County / Warren County,IA,Iowa,50009 / 50047 / 50211 / 50301 / 50302 / 50303 / 50304 / 50305 / 50306 / 50307 / 50308 / 50309 / 50310 / 50311 / 50312 / 50313 / 50314 / 50315 / 50316 / 50317 / 50318 / 50319 / 50320 / 50321 / 50322 / 50328 / 50329 / 50330 / 50331 / 50332 / 50333 / 50334 / 50335 / 50336 / 50339 / 50340 / 50347 / 50359 / 50360 / 50361 / 50362 / 50363 / 50364 / 50367 / 50368 / 50369 / 50380 / 50381 / 50391 / 50392 / 50393 / 50394 / 50395 / 50396 / 50397 / 50936 / 50940 / 50947 / 50950 / 50980 / 50981 / 50982 / 50983,City,41.57259,-93.61024,515,215472,81717,46290,230329944,4657227,America/Chicago
6239,De Soto,Dallas County,IA,Iowa,50003 / 50069 / 50261,City,41.53166,-94.00967,515,1041,423,56250,3950822,5932,America/Chicago
6240,DeWitt,Clinton County,IA,Iowa,52742,City,41.82278,-90.54278,563,5233,2208,58750,15490000,0,America/Chicago
6241,De Witt,Clinton County,IA,Iowa,52742,City,41.82336,-90.53819,319 / 563,5233,2171,58750,15505961,0,America/Chicago
6242,Dexter,Dallas County,IA,Iowa,50070,City,41.51832,-94.22635,515,600,337,54688,3242414,0,America/Chicago
6243,Diagonal,Ringgold County,IA,Iowa,50845,City,40.80943,-94.34218,641,326,118,37222,2341151,4786,America/Chicago
6244,Diamondhead Lake,Guthrie County,IA,Iowa,50070,CDP,41.55209,-94.26222,515,343,134,88750,1614328,411400,America/Chicago
6245,Dickens,Clay County,IA,Iowa,51333,City,43.13136,-95.02360,712,179,71,45625,2120397,0,America/Chicago
6246,Dike,Grundy County,IA,Iowa,50624,City,42.46415,-92.62825,319,1280,582,67500,3616762,0,America/Chicago
6247,Dixon,Scott County,IA,Iowa,52745,City,41.74280,-90.78237,563,247,91,44688,323221,0,America/Chicago
6248,Dolliver,Emmet County,IA,Iowa,50531,City,43.46440,-94.62526,712,63,29,49583,942727,0,America/Chicago
6249,Donahue,Scott County,IA,Iowa,52746,City,41.69475,-90.67542,563,368,137,78750,918646,0,America/Chicago
6250,Donnellson,Lee County,IA,Iowa,52625,City,40.64282,-91.56460,319,885,349,37656,3267755,0,America/Chicago
6251,Doon,Lyon County,IA,Iowa,51235,City,43.27942,-96.23280,712,597,231,52708,1485169,0,America/Chicago
6252,Douds,Van Buren County,IA,Iowa,52551,CDP,40.83947,-92.08657,641,47,36,37857,5728517,261817,America/Chicago
6253,Dougherty,Cerro Gordo County,IA,Iowa,50433,City,42.92219,-93.04214,641,56,36,49375,1422878,0,America/Chicago
6254,Dow City,Crawford County,IA,Iowa,51528,City,41.92888,-95.49389,712,495,224,36750,827409,0,America/Chicago
6255,Dows,Franklin County / Wright County,IA,Iowa,50071,City,42.66182,-93.50549,515,511,243,36875,1992375,66777,America/Chicago
6256,Drakesville,Davis County,IA,Iowa,52552,City,40.79835,-92.48158,641,188,88,30625,637324,0,America/Chicago
6257,Dubuque,Dubuque County,IA,Iowa,52001 / 52002 / 52003 / 52004 / 52068 / 52099,City,42.50056,-90.66457,319 / 563,58531,23901,47450,78952077,2802123,America/Chicago
6258,Dumont,Butler County,IA,Iowa,50625,City,42.75192,-92.97547,641,623,285,47917,4547619,0,America/Chicago
6259,Duncan,Hancock County,IA,Iowa,50423 / 50438,CDP,43.10468,-93.71133,641,113,30,55000,2034239,18519,America/Chicago
6260,Duncombe,Webster County,IA,Iowa,50532,City,42.47053,-93.99356,515,392,165,37188,5198348,0,America/Chicago
6261,Dundee,Delaware County,IA,Iowa,52038,City,42.57915,-91.54654,563,170,65,42083,938453,0,America/Chicago
6262,Dunkerton,Black Hawk County,IA,Iowa,50626,City,42.56999,-92.16046,319,835,313,55938,2760320,25976,America/Chicago
6263,Dunlap,Crawford County / Harrison County,IA,Iowa,51529,City,41.85247,-95.60125,712,978,498,50000,2924328,41814,America/Chicago
6264,Durango,Dubuque County,IA,Iowa,52039,City,42.56028,-90.77568,563,20,7,35625,109605,0,America/Chicago
6265,Durant,Cedar County / Muscatine County / Scott County,IA,Iowa,52747 / 52778,City,41.60148,-90.91194,563,1823,823,60625,2872600,0,America/Chicago
6266,Dyersville,Delaware County / Dubuque County,IA,Iowa,52040 / 52041 / 52078,City,42.48149,-91.11660,319 / 563,4196,1768,49392,17591244,17223,America/Chicago
6267,Dysart,Tama County,IA,Iowa,52224,City,42.17166,-92.30630,319,1355,593,56875,3225037,0,America/Chicago
6268,Eagle Grove,Wright County,IA,Iowa,50533,City,42.66414,-93.90439,515,3427,1411,39654,10464911,0,America/Chicago
6269,Earlham,Madison County,IA,Iowa,50072,City,41.49193,-94.12412,515,1397,635,59455,2505403,0,America/Chicago
6270,Earling,Shelby County,IA,Iowa,51530,City,41.77554,-95.41750,712,420,168,44000,1560830,0,America/Chicago
6271,Earlville,Delaware County,IA,Iowa,52041,City,42.48166,-91.27236,563,787,343,59464,1431062,0,America/Chicago
6272,Early,Sac County,IA,Iowa,50535,City,42.46137,-95.15194,712,524,308,40000,1013501,0,America/Chicago
6273,East Amana,Iowa County,IA,Iowa,52203,CDP,41.80917,-91.85101,319,46,17,38281,1849227,0,America/Chicago
6274,East Peru,Madison County,IA,Iowa,50222,City,41.22694,-93.92634,641,126,38,25000,2423969,0,America/Chicago
6275,Eddyville,Mahaska County / Monroe County / Wapello County,IA,Iowa,52553,City,41.15921,-92.62979,641,1005,469,46518,3059524,0,America/Chicago
6276,Edgewood,Clayton County / Delaware County,IA,Iowa,52042,City,42.64423,-91.40169,563,861,378,48214,2201381,0,America/Chicago
6277,Elberon,Tama County,IA,Iowa,52225,City,42.00611,-92.31685,319,193,60,53333,1692485,0,America/Chicago
6278,Eldon,Wapello County,IA,Iowa,52554,City,40.91863,-92.22296,641,916,481,33083,2882353,18358,America/Chicago
6279,Eldora,Hardin County,IA,Iowa,50627,City,42.36082,-93.09965,641,2661,997,46776,11209794,0,America/Chicago
6280,Eldridge,Scott County,IA,Iowa,52748 / 52807,City,41.65809,-90.58458,319 / 563,6297,2274,57750,24733095,0,America/Chicago
6281,Elgin,Fayette County,IA,Iowa,52141,City,42.95748,-91.63071,563,644,355,44779,1714026,0,America/Chicago
6282,Elkader,Clayton County,IA,Iowa,52043,City,42.85387,-91.40542,563,1213,598,46136,3571118,101883,America/Chicago
6283,Elkhart,Polk County,IA,Iowa,50073,City,41.79165,-93.52216,515,783,303,51750,4085964,0,America/Chicago
6284,Elk Horn,Shelby County,IA,Iowa,51531,City,41.59166,-95.05999,712,637,222,48000,1993143,0,America/Chicago
6285,Elkport,Clayton County,IA,Iowa,52042 / 52044 / 52048,City,42.73971,-91.27791,563,38,15,30250,645771,0,America/Chicago
6286,Elk Run Heights,Black Hawk County,IA,Iowa,50667 / 50703 / 50707,City,42.46693,-92.25657,319,1129,436,52188,2751614,7782,America/Chicago
6287,Elliott,Montgomery County,IA,Iowa,51532,City,41.14916,-95.16388,712,326,161,45250,1079677,0,America/Chicago
6288,Ellston,Ringgold County,IA,Iowa,50074,City,40.84027,-94.10856,641,43,10,63750,575918,0,America/Chicago
6289,Ellsworth,Hamilton County,IA,Iowa,50075,City,42.31276,-93.57882,515,503,225,53393,2324029,0,America/Chicago
6290,Elma,Howard County,IA,Iowa,50628,City,43.24664,-92.43601,641,535,296,38889,3337307,0,America/Chicago
6291,Ely,Linn County,IA,Iowa,52227,City,41.87362,-91.58518,319,2150,704,96667,3731140,10462,America/Chicago
6292,Emerson,Mills County,IA,Iowa,51533,City,41.01722,-95.40222,712,437,173,51645,663400,0,America/Chicago
6293,Emmetsburg,Palo Alto County,IA,Iowa,50536,City,43.11274,-94.68304,712,3758,1619,41964,9868761,421897,America/Chicago
6294,Epworth,Dubuque County,IA,Iowa,52045,City,42.44500,-90.93208,563,1950,717,70380,4173550,0,America/Chicago
6295,Essex,Page County,IA,Iowa,51638,City,40.83361,-95.30832,712,762,394,48500,3897439,0,America/Chicago
6296,Estherville,Emmet County,IA,Iowa,51334,City,43.40163,-94.83276,712,5942,2491,43536,13889294,0,America/Chicago
6297,Evansdale,Black Hawk County,IA,Iowa,50707,City,42.46915,-92.28102,319,4786,2006,43492,10487156,168986,America/Chicago
6298,Everly,Clay County,IA,Iowa,51338,City,43.15997,-95.32750,712,571,236,56250,2706946,42626,America/Chicago
6299,Exira,Audubon County,IA,Iowa,50076,City,41.59082,-94.87554,712,795,421,36442,2632347,0,America/Chicago
6300,Exline,Appanoose County,IA,Iowa,52555,City,40.64918,-92.84048,641,157,70,33333,2568464,0,America/Chicago
6301,Fairbank,Buchanan County / Fayette County,IA,Iowa,50629,City,42.64014,-92.04779,319,1114,453,58472,1848118,50215,America/Chicago
6302,Fairfax,Linn County,IA,Iowa,52228,City,41.91945,-91.78101,319,2563,831,87548,4993772,81565,America/Chicago
6303,Fairfield,Jefferson County,IA,Iowa,52556 / 52557,City,41.00863,-91.96267,641,10206,3961,37162,16578066,408265,America/Chicago
6304,Farley,Dubuque County,IA,Iowa,52040 / 52046,City,42.44278,-91.00625,563,1688,571,75583,4173501,0,America/Chicago
6305,Farmersburg,Clayton County,IA,Iowa,52047,City,42.96110,-91.36791,563,277,109,40938,1039865,0,America/Chicago
6306,Farmington,Van Buren County,IA,Iowa,52626,City,40.64031,-91.74294,319,641,302,38056,1213538,0,America/Chicago
6307,Farnhamville,Calhoun County / Webster County,IA,Iowa,50538,City,42.27648,-94.40771,515,359,175,39375,1690677,16957,America/Chicago
6308,Farragut,Fremont County,IA,Iowa,51639,City,40.72194,-95.48082,712,441,224,47813,1051419,0,America/Chicago
6309,Fayette,Fayette County,IA,Iowa,52142,City,42.84193,-91.80211,563,1477,357,28125,3826595,0,America/Chicago
6310,Fenton,Kossuth County,IA,Iowa,50539,City,43.21969,-94.43053,515,261,134,49583,890163,0,America/Chicago
6311,Ferguson,Marshall County,IA,Iowa,50078,City,41.93693,-92.86575,641,126,61,45893,660700,0,America/Chicago
6312,Fertile,Worth County,IA,Iowa,50434,City,43.26440,-93.41826,641,375,151,43393,2432030,0,America/Chicago
6313,Floris,Davis County,IA,Iowa,52537 / 52560,City,40.86502,-92.33296,641,141,62,44286,1253383,0,America/Chicago
6314,Floyd,Floyd County,IA,Iowa,50435 / 50616,City,43.12775,-92.73630,641,324,155,41250,1544990,0,America/Chicago
6315,Fonda,Pocahontas County,IA,Iowa,50540,City,42.58137,-94.84610,712,592,238,39750,2710777,0,America/Chicago
6316,Fontanelle,Adair County,IA,Iowa,50846,City,41.28971,-94.56164,641,630,312,38958,2475331,0,America/Chicago
6317,Forest City,Hancock County / Winnebago County,IA,Iowa,50436,City,43.25697,-93.63641,641,4013,1709,46146,12022255,0,America/Chicago
6318,Fort Atkinson,Winneshiek County,IA,Iowa,52144,City,43.14331,-91.93266,563,330,129,37813,847422,0,America/Chicago
6319,Fort Dodge,Webster County,IA,Iowa,50501,City,42.49747,-94.16802,515,24441,9892,39315,41580071,663141,America/Chicago
6320,Fort Madison,Lee County,IA,Iowa,52627 / 52639 / 52658,City,40.62976,-91.31515,319,10597,4534,42595,24584087,9680849,America/Chicago
6321,Fostoria,Clay County,IA,Iowa,51301 / 51340,City,43.24219,-95.15555,712,235,72,62917,1057063,0,America/Chicago
6322,Franklin,Lee County,IA,Iowa,52625 / 52656,City,40.66809,-91.51127,319,137,51,53125,385970,0,America/Chicago
6323,Fraser,Boone County,IA,Iowa,50036 / 50223,City,42.12720,-93.96495,515,104,56,71000,3053467,172228,America/Chicago
6324,Fredericksburg,Chickasaw County,IA,Iowa,50630,City,42.96525,-92.19962,563,923,525,36950,2231683,0,America/Chicago
6325,Frederika,Bremer County,IA,Iowa,50631 / 50674 / 50676,City,42.88165,-92.30823,319,189,89,42969,516726,0,America/Chicago
6326,Fredonia,Louisa County,IA,Iowa,52738,City,41.28475,-91.33877,319,239,113,48958,428762,0,America/Chicago
6327,Fremont,Mahaska County,IA,Iowa,52561,City,41.21251,-92.43546,641,724,269,41319,2674221,0,America/Chicago
6328,Fruitland,Muscatine County,IA,Iowa,52749 / 52761,City,41.35614,-91.12932,563,985,386,80217,4667215,0,America/Chicago
6329,Frytown,Johnson County,IA,Iowa,52247,CDP,41.57001,-91.73239,319,85,32,65266,2098214,0,America/Chicago
6330,Galt,Wright County,IA,Iowa,50101 / 50470,City,42.69358,-93.60549,515,31,26,63750,1387704,0,America/Chicago
6331,Galva,Ida County,IA,Iowa,51020,City,42.50693,-95.41722,712,424,189,43250,1843818,0,America/Chicago
6332,Garber,Clayton County,IA,Iowa,52048,City,42.74193,-91.26208,563,85,54,55625,595056,0,America/Chicago
6333,Garden City,Hardin County,IA,Iowa,50102 / 50230,CDP,42.24554,-93.39549,515,36,34,165714,2583283,0,America/Chicago
6334,Garden Grove,Decatur County,IA,Iowa,50103,City,40.82722,-93.60716,641,207,77,42813,1795563,0,America/Chicago
6335,Garnavillo,Clayton County,IA,Iowa,52049,City,42.86860,-91.23596,563,723,361,46750,2648110,0,America/Chicago
6336,Garner,Hancock County,IA,Iowa,50438,City,43.10246,-93.60188,641,3075,1173,58323,5628160,0,America/Chicago
6337,Garrison,Benton County,IA,Iowa,52229,City,42.14416,-92.14379,319,361,147,50625,638863,0,America/Chicago
6338,Garwin,Tama County,IA,Iowa,50632,City,42.09360,-92.67575,641,508,193,49531,2605052,0,America/Chicago
6339,Geneva,Franklin County,IA,Iowa,50633,City,42.67553,-93.12937,641,157,64,34375,1094070,0,America/Chicago
6340,George,Lyon County,IA,Iowa,51237,City,43.34386,-96.00224,712,1068,479,50795,6209722,12058,America/Chicago
6341,Gibson,Keokuk County,IA,Iowa,50104,City,41.48112,-92.39352,641,59,32,37500,171482,0,America/Chicago
6342,Gilbert,Story County,IA,Iowa,50105,City,42.10693,-93.64966,515,1126,404,80833,2545477,0,America/Chicago
6343,Gilbertville,Black Hawk County,IA,Iowa,50634,City,42.41610,-92.21490,319,744,321,51696,1031556,0,America/Chicago
6344,Gillett Grove,Clay County,IA,Iowa,51333 / 51341,City,43.01580,-95.03749,712,49,26,20000,574842,143,America/Chicago
6345,Gilman,Marshall County,IA,Iowa,50106,City,41.87888,-92.78936,641,498,261,54250,1401423,0,America/Chicago
6346,Gilmore City,Humboldt County / Pocahontas County,IA,Iowa,50541,City,42.72690,-94.43691,515,485,201,38125,3228226,0,America/Chicago
6347,Gladbrook,Tama County,IA,Iowa,50635,City,42.18776,-92.71520,641,889,375,60078,1803240,0,America/Chicago
6348,Glenwood,Mills County,IA,Iowa,51534,City,41.04694,-95.74251,712,5309,1828,53229,7636251,26319,America/Chicago
6349,Glidden,Carroll County,IA,Iowa,51443,City,42.05693,-94.72887,712,1121,487,55625,2865506,0,America/Chicago
6350,Goldfield,Wright County,IA,Iowa,50542,City,42.73580,-93.92078,515,607,297,39417,3091340,0,America/Chicago
6351,Goodell,Hancock County,IA,Iowa,50439,City,42.92302,-93.61632,641,134,56,37500,1107635,0,America/Chicago
6352,Goose Lake,Clinton County,IA,Iowa,52750,City,41.96753,-90.38291,563,231,85,70417,817468,0,America/Chicago
6353,Gowrie,Webster County,IA,Iowa,50543,City,42.28053,-94.29080,515,981,436,43250,3752089,0,America/Chicago
6354,Graettinger,Palo Alto County,IA,Iowa,51342,City,43.23774,-94.75137,712,806,331,41103,1992715,0,America/Chicago
6355,Graf,Dubuque County,IA,Iowa,52039,City,42.49306,-90.87124,563,78,27,65417,342220,0,America/Chicago
6356,Grafton,Worth County,IA,Iowa,50440,City,43.32996,-93.06937,641,253,148,33333,842352,0,America/Chicago
6357,Grand Junction,Greene County,IA,Iowa,50107,City,42.03165,-94.24080,515,792,331,40156,2504853,0,America/Chicago
6358,Grand Mound,Clinton County,IA,Iowa,52751,City,41.82419,-90.64792,563,611,201,61250,4712186,0,America/Chicago
6359,Grand River,Decatur County,IA,Iowa,50108,City,40.81944,-93.96245,641,223,115,24844,538618,0,America/Chicago
6360,Grandview,Louisa County,IA,Iowa,52752 / 52754,City,41.27586,-91.18848,319,530,203,45250,587024,0,America/Chicago
6361,Granger,Dallas County / Polk County,IA,Iowa,50109,City,41.76197,-93.82477,515,1402,573,71250,3940063,0,America/Chicago
6362,Grant,Montgomery County,IA,Iowa,50847 / 50864 / 51532,City,41.14277,-94.98471,712,88,43,29375,1911250,26548,America/Chicago
6363,Granville,Sioux County,IA,Iowa,51022,City,42.98554,-95.87363,712,315,170,59167,724015,0,America/Chicago
6364,Gravity,Taylor County,IA,Iowa,50848,City,40.76054,-94.74358,712,187,82,38056,772969,0,America/Chicago
6365,Gray,Audubon County,IA,Iowa,50025 / 50110,City,41.83943,-94.98304,712,59,54,80833,2578569,0,America/Chicago
6366,Greeley,Delaware County,IA,Iowa,52050,City,42.58582,-91.34153,563,250,103,43393,963817,0,America/Chicago
6367,Greene,Butler County / Floyd County,IA,Iowa,50636,City,42.89676,-92.80393,641,1103,527,47344,2942018,194064,America/Chicago
6368,Greenfield,Adair County,IA,Iowa,50849,City,41.30527,-94.46135,641,1843,901,41823,4697097,0,America/Chicago
6369,Green Mountain,Marshall County,IA,Iowa,50158 / 50632,CDP,42.10165,-92.82048,641,122,55,52250,1776069,0,America/Chicago
6370,Greenville,Clay County,IA,Iowa,51343,City,43.01664,-95.14610,712,72,38,41250,429417,0,America/Chicago
6371,Grimes,Dallas County / Polk County,IA,Iowa,50111 / 50131,City,41.67882,-93.80279,515,11909,3525,77652,30368057,58222,America/Chicago
6372,Grinnell,Poweshiek County,IA,Iowa,50112,City,41.74305,-92.72241,641,9151,3462,45365,14257757,106334,America/Chicago
6373,Griswold,Cass County,IA,Iowa,51535,City,41.23499,-95.13749,712,977,442,43696,1608306,0,America/Chicago
6374,Grundy Center,Grundy County,IA,Iowa,50638,City,42.36165,-92.76853,319,2686,1154,50000,6692883,0,America/Chicago
6375,Gruver,Emmet County,IA,Iowa,51334 / 51344,City,43.39329,-94.70526,712,90,46,47000,337118,0,America/Chicago
6376,Guernsey,Poweshiek County,IA,Iowa,52221,City,41.64861,-92.34268,319,61,31,39583,476683,0,America/Chicago
6377,Guthrie Center,Guthrie County,IA,Iowa,50115,City,41.67721,-94.50330,641,1507,694,37833,6396560,0,America/Chicago
6378,Guttenberg,Clayton County,IA,Iowa,52052,City,42.78582,-91.09957,563,1840,824,38553,5415175,72038,America/Chicago
6379,Halbur,Carroll County,IA,Iowa,51401 / 51444,City,42.00693,-94.96999,712,249,90,58750,505021,0,America/Chicago
6380,Hamburg,Fremont County,IA,Iowa,51640,City,40.60445,-95.65777,712,1087,471,34931,2843866,1224,America/Chicago
6381,Hamilton,Marion County,IA,Iowa,50044 / 50116,City,41.16917,-92.90326,641,129,54,50700,1406012,0,America/Chicago
6382,Hampton,Franklin County,IA,Iowa,50441,City,42.74192,-93.20242,641,4239,1760,45942,11472055,0,America/Chicago
6383,Hancock,Pottawattamie County,IA,Iowa,51536,City,41.38999,-95.36250,712,195,75,47917,1928644,64156,America/Chicago
6384,Hanlontown,Worth County,IA,Iowa,50444,City,43.28023,-93.37882,641,230,92,55000,2517563,0,America/Chicago
6385,Hansell,Franklin County,IA,Iowa,50441,City,42.75775,-93.10409,641,94,40,55833,589068,0,America/Chicago
6386,Harcourt,Webster County,IA,Iowa,50544,City,42.26275,-94.17579,515,292,106,48750,2602622,0,America/Chicago
6387,Hardy,Humboldt County,IA,Iowa,50545,City,42.81053,-94.05134,515,45,30,58750,1143295,0,America/Chicago
6388,Harlan,Shelby County,IA,Iowa,51537 / 51593,City,41.65304,-95.32555,712,4932,2275,42378,11375396,0,America/Chicago
6389,Harper,Keokuk County,IA,Iowa,52231,City,41.36251,-92.05101,641,109,35,55625,230103,0,America/Chicago
6390,Harpers Ferry,Allamakee County,IA,Iowa,52146,City,43.20054,-91.15319,563,318,174,39250,1622922,48103,America/Chicago
6391,Harris,Osceola County,IA,Iowa,51345,City,43.44524,-95.43417,712,163,81,34107,2052373,0,America/Chicago
6392,Hartford,Warren County,IA,Iowa,50047 / 50118,City,41.45944,-93.40493,515,767,291,56094,2540211,0,America/Chicago
6393,Hartley,O'Brien County,IA,Iowa,51346,City,43.17997,-95.47695,712,1618,741,44301,3361268,0,America/Chicago
6394,Hartwick,Poweshiek County,IA,Iowa,52232,City,41.78472,-92.34352,319,81,41,56250,346751,0,America/Chicago
6395,Harvey,Marion County,IA,Iowa,50119,City,41.31583,-92.92409,641,238,109,44375,1752167,0,America/Chicago
6396,Hastings,Mills County,IA,Iowa,51540,City,41.02278,-95.49917,712,152,62,28571,1053495,0,America/Chicago
6397,Havelock,Pocahontas County,IA,Iowa,50546,City,42.83608,-94.70054,712,132,71,28750,1469998,0,America/Chicago
6398,Haverhill,Marshall County,IA,Iowa,50120,City,41.94499,-92.96075,641,173,72,69583,341459,0,America/Chicago
6399,Hawarden,Sioux County,IA,Iowa,51023,City,42.99582,-96.48531,712,2527,1046,47171,7201817,344322,America/Chicago
6400,Hawkeye,Fayette County,IA,Iowa,52147,City,42.93859,-91.95017,563,416,206,42000,1739643,0,America/Chicago
6401,Hayesville,Keokuk County,IA,Iowa,52562 / 52591,City,41.26446,-92.24907,641,49,20,33333,654666,0,America/Chicago
6402,Hayfield,Hancock County,IA,Iowa,50438,CDP,43.17663,-93.69522,641,0,0,0,2131539,0,America/Chicago
6403,Hazleton,Buchanan County,IA,Iowa,50641,City,42.62082,-91.90017,319,815,351,40565,1930061,95137,America/Chicago
6404,Hedrick,Keokuk County,IA,Iowa,52563,City,41.17251,-92.30879,641,740,322,28333,3972688,0,America/Chicago
6405,Henderson,Mills County,IA,Iowa,51541,City,41.14055,-95.43111,712,185,61,36563,554472,0,America/Chicago
6406,Hepburn,Page County,IA,Iowa,51632,City,40.84916,-95.01720,712,22,16,14167,200494,0,America/Chicago
6407,Hiawatha,Linn County,IA,Iowa,52233 / 52328 / 52411,City,42.03583,-91.68212,319,7212,3004,51127,11364964,14085,America/Chicago
6408,High Amana,Iowa County,IA,Iowa,52203,CDP,41.80334,-91.93823,319,124,59,42232,996792,0,America/Chicago
6409,Hills,Johnson County,IA,Iowa,52235 / 52240 / 52327,City,41.55419,-91.53489,319,808,321,50417,1930117,0,America/Chicago
6410,Hillsboro,Henry County,IA,Iowa,52630,City,40.83670,-91.71572,319,178,99,37981,1310903,0,America/Chicago
6411,Hinton,Plymouth County,IA,Iowa,51024,City,42.62777,-96.29169,712,955,324,64091,1787353,0,America/Chicago
6412,Holiday Lake,Poweshiek County,IA,Iowa,52211,CDP,41.82103,-92.44321,641,559,211,73272,3996385,412285,America/Chicago
6413,Holland,Grundy County,IA,Iowa,50642,City,42.39887,-92.80048,319,277,100,54375,644793,0,America/Chicago
6414,Holstein,Ida County,IA,Iowa,51025,City,42.48915,-95.54500,712,1389,652,47708,4079886,23826,America/Chicago
6415,Holy Cross,Dubuque County,IA,Iowa,52053,City,42.60055,-90.99569,563,378,163,52292,848663,0,America/Chicago
6416,Homestead,Iowa County,IA,Iowa,52236,CDP,41.75945,-91.86712,319,129,53,46595,4439423,0,America/Chicago
6417,Hopkinton,Delaware County,IA,Iowa,52237,City,42.34389,-91.24848,563,610,268,42250,1608480,0,America/Chicago
6418,Hornick,Woodbury County,IA,Iowa,51026,City,42.23055,-96.09752,712,224,106,41944,654891,13417,America/Chicago
6419,Hospers,Sioux County,IA,Iowa,51238,City,43.07193,-95.90446,712,709,300,54500,1303701,0,America/Chicago
6420,Houghton,Lee County,IA,Iowa,52625 / 52631,City,40.78364,-91.60294,319,143,63,66875,807845,0,America/Chicago
6421,Hubbard,Hardin County,IA,Iowa,50122,City,42.30554,-93.30021,641,834,376,48864,4764453,0,America/Chicago
6422,Hudson,Black Hawk County,IA,Iowa,50613 / 50643 / 50701,City,42.40665,-92.45547,319,2358,944,77969,21765506,183184,America/Chicago
6423,Hull,Sioux County,IA,Iowa,51239,City,43.18859,-96.13363,712,2266,819,52969,3350703,0,America/Chicago
6424,Humboldt,Humboldt County,IA,Iowa,50548,City,42.72080,-94.21524,515,4558,2051,43504,11965996,401117,America/Chicago
6425,Humeston,Wayne County,IA,Iowa,50123,City,40.85889,-93.49744,641,496,208,39286,1579180,26536,America/Chicago
6426,Hutchins,Hancock County,IA,Iowa,50423,CDP,43.09163,-93.88106,641,10,6,35815,782248,0,America/Chicago
6427,Huxley,Story County,IA,Iowa,50046 / 50124,City,41.89527,-93.60077,515,3604,1328,64549,8016129,0,America/Chicago
6428,Ida Grove,Ida County,IA,Iowa,51445,City,42.34499,-95.47167,712,2121,990,40294,5594098,23507,America/Chicago
6429,Imogene,Fremont County,IA,Iowa,51645,City,40.87944,-95.42694,712,67,18,38750,518473,0,America/Chicago
6430,Independence,Buchanan County,IA,Iowa,50644,City,42.46860,-91.88934,319,6018,2575,50036,15734493,359126,America/Chicago
6431,Indianola,Warren County,IA,Iowa,50125,City,41.35805,-93.55744,515,15785,5666,49708,29131927,0,America/Chicago
6432,Inwood,Lyon County,IA,Iowa,51240,City,43.30720,-96.43198,712,831,359,44886,3459317,0,America/Chicago
